,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
289,ጋሞ,ዞን,ክልል,ቀረበ,ጥያቄ,ደቡብ,ክልል,ምክር,ቤት,ምላሽ,ነፈገ,ፌዴሬሽን,ምክር,ቤት,ጣልቃ,ገባ,ደብዳቤ,ጠየቀ,ዞን,ምክር,ቤት,ጋሞ,ክልል,ምስረታ,ጥያቄ,ድምጽ,ጸደቀ,ክልል,ምክር,ቤት,ቀረበ,ታህሳስ
290,አክራሪ,አነሰ,ታሪክ,ጠመመ,እዬሰራ,እኮ,ድርጅት,ጠበቀ,ድርጅት,እንደጎንደሩና,እንደዴሴው,ዱቄት,አረገ,ሰነበተ,,,,,,,,,,,,,,,,,,
291,ሰንበት,ትምህርት,ቤት,ፌስ,ቡክ,የዛ,አካል,ህጋዊ,ፌስ,ቡክ,ገጽይሁን,አይሁንየማይታወቅ,ያዘ,በደፈናውኦርቶዶክስ,ኦፊሺይል,አረገ,ተወራ,ተገቢ,ቀረ,ወረደ,ዘገባ,ንፍጣም,,,,,,,,,,
292,ደብረ,ጽዮን,ቅድስት,ድንግል,ማርያ,ገዳ,አርባምንጭ,,,,,,,,,,,,,,,,,,,,,,,,,
293,አጠር,ቀጠን,ሰኮንድ,ቪዲዮ,አየ,አሪፍ,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"""በቅሎ","ይወልዳል""",ብሄር,ገራ,"""ሊወልድም","ይችላል""","""",ወሰደ,ፈረስ,"ነው""","""ይሄኔ",ብሄር,ገራ,ተናገረ,ኖረ,,,,,,,,,,,,,,,,,
295,ጎንደር,ዩኒቨ,ተቀበለ,ከሆበ,መቱ,ዩኒቨ,መሸኛ,ሰጠ,ቃል,ገባ,ጎንደር,ዩኒቨ,ፈቃደኛ,ሺ,አማራ,መራ,መሰለ,ተገኘ,,,,,,,,,,,,,,
296,ገረመ,አመት,ደፈነ,ጥቂት,ቀረ,ቅደመአያት,ኖረ,ስልክ,ወረረ,ጆሮ,ጥርት,ድርግ,ሰማ,ምርቃት,የምታሽጎደጉድ,ህይወት,አማ,አታውቅምከዳማከሴ,አለፈ,,,,,,,,,,,,,
297,መጻህፍት,ግማሽ,ዋጋ,ቅናሽ,ግማሽ,ቀን,ወሰነ,ሰአት,ቀረ,ድል,አመለጠ,ተከተለ,ሊንክ,ጫነ,ከአማዞን,ገዛ,,,,,,,,,,,,,,,,
298,ሳምንታዊ,ስፖርት,ዘገባ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,ድህረምርጫየትንኮሳቁ,"""ወጣቶች",ድምጻቹን,ህይወት,"እንዳትሰጡ""",ጠማ,አቢይ,አህመድ,,,,,,,,,,,,,,,,,,,,,,,,
300,አርባ,ጉጉ,በደኖ,አይን,አየ,ልጅነት,መጥፎ,ትዝታ,ኦነጎች,ዛር,ብዙ,እጠራጠራለሁነብሰጡር,አማራ,እናት,ቀረረ,ሆድ,ጩቤ,ቀደደ,ገደል,ጣለ,,,,,,,,,,,,
301,የኢፌዴሪ,ተከላከለ,ሚኒስቴር,ለአክቲቪስት,ጥሩ,ኖረ,ጠበቀ,,,,,,,,,,,,,,,,,,,,,,,,,
302,ከነ,ድንኳን,ነዋ,ለዛ,ሰርግ,የለቅሶ,አወቀ,,,,,,,,,,,,,,,,,,,,,,,,,
303,ፓርቲ,ከእነ,ጃዋር,ፌደራሊስቶች,ጋራ,ሰረረ,ሲዳማ,ብልጽግና,ባለስልጣን,ተደራጀ,ታጠቀ,ኢጀቶ,ደበደበ,ማዬት,ጓጓ,,,,,,,,,,,,,,,,,
304,ባለቤት,ጾም,እለት,በላ,በላ,ገጠመ,,,,,,,,,,,,,,,,,,,,,,,,,,
305,አድዋ,ድል,አል,መጣ,አመት,ረበሸ,ጀመረ,ቀረ,ትምክህት,አላመጣው,ሶሎዳን,ተራራ,ታሪክ,ዘራፍ,ለም,ጉራ,ጥላቻ,ገፋ,ገራ,ነጻ,ያዘ,ሀገር,አየ,ቴሌቪዥን,ታሪክ,ኣስቀርተሺኝ,,,,,,
306,“እነዚያ,ሰረገላ,ፈረስ,ተመነ,ግን,አምላክ,እግዚአብሄር,ከፍ,ከፍ,እንላለን”,መዝ,መልካ,ቅዳሚት,ሰንበት,ኢትዮጵ,,,,,,,,,,,,,,,,,
307,ምርጫ,መረጠ,ጨረሰ,ነገረ,ግን,የምር,ይሄን,ዜና,ሳነብ,ትዝ,ላከ,ተራ,ቁ,ግን,አመለጠ,ልምድ,,,,,,,,,,,,,,,,
308,ጎበዝ,የህወሃትን,ሙሉ,ገለጸ,አማርኛ,እስቲ,ጀባ,,,,,,,,,,,,,,,,,,,,,,,,,
309,ነሀሴ,ምርጫዉን,ተመለከተ,ዝናብ,እንማይዘንብ,ታዉቋልሜትሮሎጂ,ለምረጫዉ,በቂ,ጃኬት,ጥላ,ተዘጋጀ,ምርጫ,ቦርድ,,,,,,,,,,,,,,,,,,,
310,ሰጠ,ዘዎር,አየ,አመራር,ግን,አዘነ,ተጨዋቾች,ከፍ,ክብር,,,,,,,,,,,,,,,,,,,,,,,
311,ጊዜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,ምርጫ,ፊት,ልዩ,ሀይል,ሚሊሺያን,እልባት,ሰጠ,,,,,,,,,,,,,,,,,,,,,,,,,
313,ሰፋ,እስር,ቤት,ሰላም,መጣ,እስክንድር,ለቀቀ,,,,,,,,,,,,,,,,,,,,,,,,,
314,ሀዘን,ብዛት,አይን,ብርሀን,አጣ,ሀገር,ሰላም,ዘወትር,ነባ,እማሆይ,,,,,,,,,,,,,,,,,,,,,,
315,ዘመን,መጠነ,ትግል,አካሄደ,ዘመን,መጠነ,ውጤት,መጣ,ቻለ,,,,,,,,,,,,,,,,,,,,,,,
316,ኦሮሞ,ትግል,ግብ,ደረሰ,ህዝብ,ቃል,ገብ,አመት,ሞላ,ህዝብ,ካደ,ህዝብ,ቃል,ገባ,ፈጸመ,ቃል,ፈረሰ,አዘነ,አላማቢስነት,ለም,,,,,,,,,,,,
317,አብርሾ,መልካ,መልካ,ልደት,ጃ,እድሜ,ገፈፈ,ጥሩ,እንዲሰመርልኝ,,,,,,,,,,,,,,,,,,,,,,,
318,እንዴ,አወቀ,እኮ,ሰውዬ,ምነው,ድሪ,አለበ,ተጫወተ,,,,,,,,,,,,,,,,,,,,,,,,
319,"""ጠባብ""","""ትምክተኛ""",አጣ,"""የቻሉ",አገዘ,ቻለ,ይተውናል,ገባ,ተቸ,ፈለገ,ተቃወመ,ግን,ወገብ,ጠበቅ,ድርግ,ጀመረ,ጨረሰ,ሪባን,ቈረጠ,ተስፋ,"አንቆርጥም""",ሰውዬ,,,,,,,,,,
320,ህይወት,ሀገር,ደህንነት,ቀደደ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,ተስፋ,ቈረጠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,ጠቀመ,ትምህርት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,መንግስት,ተብየውስ,ይወጣለታ,መልክ,አጠበ,ጠጣ,መና,,,,,,,,,,,,,,,,,,,,,,,,,
324,ዎረስት,ፓርቱ,አይደል,ታዲያ,ዩ,አርኖት,ሰፖዝድ,ቱ,ሪመምበር,እኮ,,,,,,,,,,,,,,,,,,,,,,
325,ህወሃት,ፍጥነት,እራሷን,መቃብር,ወረደ,አልጠበቅንምአብዛኛው,ኢትዮጵያዊ,ገላገለ,ቅርብ,ጋረ,ይገላገልሻልአንቺም,ታሪክ,እኩይ,ተግባር,ሲዘከር,ኖረ,,,,,,,,,,,,,,,,
326,እሴት,ጓደኛ,ሳተ,ጆባ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,ቴዲ,አፈረ,መስቀል,አደባባይ,ሙዚቃ,ኮንሰርት,ቀረበ,,,,,,,,,,,,,,,,,,,,,,,,,
328,ዘራፊ,ነበረ,ነገረ,አየ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,ባለሙያ,ዱኩላ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,ምቾት,ያላማከለ,ውነታ,መካከለኛ,ቀረ,ጓደኛ,"""እስኪ",ተገኛኘ,ሰብሰብ,"ደውሉልኝ""",ምንለው,"""እስኪ",ተደራጅታቱ,ናደ,ሙሉ,"""",ፈለገ,መሰለ,,,,,,,,,,,,,,
331,ሸጋ,ለም,ብይ,እውነት,ቆንጆ,ለም,ብይ,እውነት,ጉድ,አረገ,አበለ,ጠንበለል,በቀለ,ውበት,አየ,አለፈ,መታ,ቸገረ,ተሸነፈ,ቃል,አሄሄ,ንግር,,,,,,,,,,
332,ዛዲያ,ድርጅት,መታገታቸውን,ሰማ,ድርግ,ህዝብ,እኩል,ጠየቀ,ፋረ,ነገ,ብልጽግና,ምናምን,ተወራ,ልሳን,አሰረ,,,,,,,,,,,,,,,,,
333,ሜድቬዴቭ,ሩሲያ,ጸጥታ,ምክር,ቤት,ምክትል,ሾመ,,,,,,,,,,,,,,,,,,,,,,,,,
334,ድርጅት,ሰራ,ስራ,ይቅርታ,ጠየቀ,መአዛ,ነገረ,,,,,,,,,,,,,,,,,,,,,,,,,
335,አማራ,ተስፋ,በላ,ተቋም,ለማፈረስ,ተጋ,ሰራ,አውርጃዊ,አስተሳሰብ,ህዝብ,አንድነት,ጸር,ድርጅት,አዴፓን,አማራ,ትክሻ,ወረደ,የክዘመኑ,አማራ,ረፍት,,,,,,,,,,,,
336,እውነት,እኮ,ሰራ,አማ,ጣለ,ትኵር,,,,,,,,,,,,,,,,,,,,,,,,,,
337,ችግር,ወይስ,ሰራ,በት,ስራ,አቁማል,,,,,,,,,,,,,,,,,,,,,,,,,,
338,አማራ,ተደረገ,ጨዋታ,ዶ,ር,አቢይ,ተቃወመ,ህወሀትን,ደገፈ,አይነት,አማራ,ትግል,,,,,,,,,,,,,,,,,,,,
339,እስላም,የክርስትያንም,አገር,አለመ,ድርሻ,ተበላለጠ,ደገመ,ጤነኛ,ሰዋ,ሳያቅማማ,ተቀበለ,ይልቁንስ,ሀይማኖታዊ,አስተምህሮ,መስመር,ወጥ,ደረሰ,ዳረገ,ሰላም,,,,,,,,,,,,,
340,ድጋፍ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,ወደደ,ሚመልሰው,መንግስት,ጆሮ,ግንድ,ያዘ,ሚቀበለው,ሆሆሆሆ,,,,,,,,,,,,,,,,,,,,,,,,
342,ደረሰ,ሊጠለሽ,ቻለ,ስራ,ግልጽ,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,እውነት,ሚዲያ,አልሳዩንም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,ኢራን,ሰአረ,ገደለ,ሰጠ,ምላሽ,ቀና,,,,,,,,,,,,,,,,,,,,,,,,,,
345,እሺ,እሄ,አዪዪዪ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,አላውቅምብዙ,ረበረበ,ለም,ስራ,ተመቸ,ግን,ከባድ,,,,,,,,,,,,,,,,,,,,,,,,,
347,የቼልሲ,ደጋፊ,ህውን,ተወራ,ዘጋ,መልካ,ፎከረ,ዶርትመንድ,ተጫወተ,ግን,የአንጎል,ሞተ,መንትዮች,አናጢ,ተበላሸ,ቼሊየር,ሄደ,አመነ,ሰባ,,,,,,,,,,,,,
348,በሚልዬን,ቈጠረ,የጃዋር,ተከታይ,ድንጋይ,አይ,ምላስ,በቃ,ብዙ,ቻለ,ተስፉ,ቈረጠ,ምልክታቹ,,,,,,,,,,,,,,,,,,,
349,ትልቅ,የምስራች,አብዮታዊ,አቻ,ቀላቀለ,ቅርጽ,ያዘ,መሰለ,,,,,,,,,,,,,,,,,,,,,,,,
350,"""እኚህ",ወለጋዎች,ሸዋ,ሳይገቡበህዝብ,ፊት,ሰቀለ,እርም,"አስብሏቸው""",ቀአጼ,ሀይለስላሴ,,,,,,,,,,,,,,,,,,,,,,
351,እረኛ,የለሽ,በጋ,ያለቦታው,ሰፈረ,ተተራመሰ,ረገጠ,ረገጠ,ቈረጠ,አነሰ,,,,,,,,,,,,,,,,,,,,,,
352,ድሮ,ኬዝ,መታ,ተገኛኘ,ኣ,ሳጅን,,,,,,,,,,,,,,,,,,,,,,,,,,
353,ኢየሱስ,ክርስቶስ,ፈለገ,ተገኘ,በትር,አነሳ,,,,,,,,,,,,,,,,,,,,,,,,,,
354,ቁም,ቅዥት,አለም,መሸ,ስር,እውነት,ተናገረ,ከቅዥት,,,,,,,,,,,,,,,,,,,,,,,,
355,አየ,ግን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,ዲናዬ,ያዉ,አዲ,ፍቅር,እኮ,ቸገረ,,,,,,,,,,,,,,,,,,,,,,,,,,
357,ህወሀትን,ጠላ,ህወሀት,ብልጽግና,ቀላቀለ,ንድድ,ገባ,,,,,,,,,,,,,,,,,,,,,,,,,
358,ፍርድቤትን,ከበረ,ከህግበላይ,አሉ,ንብረት,ከኦረሚያ,የምርምርሰወች,ነጠቀ,ምንታመጣላችሁ,ከህግበላይ,ለማ,አቤትእነበል,,,,,,,,,,,,,,,,,,,,
359,ድሮ,ጠርጥሬ,ቀልቃላ,ቢጤ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,ባህር,ዛፍ,ፊት,እርሱማ,ትናንት,ምናምን,እድሜ,,,,,,,,,,,,,,,,,,,,,,,,,
361,ወንድም,ሆይ,ውነተኛ,ጭምትነት,ጽድቅ,ንጹህ,ፍቅር,መልካ,በጎነት,ምስጋና,አሰበ,ፊል,,,,,,,,,,,,,,,,,,,,
362,ኢዜማዎች,እስክንድር,ሰበሰበ,መብት,ገዥ,ቡድን,ከለከለ,ፈነደቀ,ገባ,ዛሬ,መንግስት,ወደደ,ፓርቲ,ቀድሞ,ጠራ,"""አጋር","ፓርቲ""",ነገ,መጣ,አወቀ,አፈረ,,,,,,,,,,,
363,ገጠር,ከበበ,አብይ,ደገፈ,እንደሰማውት,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,ህውሀት,አልዋህድም,በተለይ,ደገመ,በአዴፓ,ደጋፊ,ደነገጠ,ታየ,መረተ,ያውርድላቹሁ,,,,,,,,,,,,,,,,,,,,,,
365,ገረመ,ንግግር,ደመቀ,ኰነነ,ውህደት,ለማ,እውነቱ,ተናገረ,,,,,,,,,,,,,,,,,,,,,,,,
366,ተገኘ,ብዙ,ስዎች,አሉ,ከልብዎት,ቀረ,ግን,ህውን,አደረስዎት,አለለ,ላፈ,,,,,,,,,,,,,,,,,,,,,
367,አወቀ,መሀል,አዲ,አበባ,ወለደ,አደገ,ግን,ነጭ,ሸዋ,ገበሬ,እህል,ማሳ,አደይ,አበባ,ውበት,ቀረበ,ብይ,አሰበ,,,,,,,,,,,,,,
368,ክልል,በተወዳዳሪነት,አደገ,መልካ,ድል,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,አይን,ድርግ,ተመቸ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,ለውጥ,ተባለ,ተበሳጨ,ህዝብ,ግፍ,ፈጸመ,ሰራ,መንግስት,ስልጣን,ያዘ,ተቀመጠ,የግፉአን,ደም,ጮኸ,,,,,,,,,,,,,,,,,,
371,ብልጽግና,ተቀበለ,ድህነት,ድህነት,ምንጭ,ደሀ,መሰነ,አሰበ,,,,,,,,,,,,,,,,,,,,,,,,
372,ተራ,አምባገነን,ሁሌም,ኰሳ,ደነበረ,እውነት,ሁሌም,ተሸነፈ,ድል,ዲሞክራሲ,,,,,,,,,,,,,,,,,,,,,,
373,"""",አባት,ታሪክ,ደገመ,ላከ,ልጅ,ደህና,"""",,,,,,,,,,,,,,,,,,,,,,,,
374,ችግር,ኦነግ,ከነትጥቁ,ገባ,ችግር,ፍትሀዊ,ወለጋ,ክልል,ጥያቄ,አፈነ,ሞከረ,ወለጋ,ክልል,ጥያቄ,አፋጣኝ,መልስ,ተገኘ,,,,,,,,,,,,,,,
375,ምስጢር,ተናገረ,ጥሩ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,ጥር,“ዱካ,ሁሉ”,ተባለ,ሰፈረ,አሽከርካሪ,መኪና,ደህንነት,ጠበቀ,ሰራ,በራይድ,መኪና,ይፋ,ተደረገ,,,,,,,,,,,,,,,,,,
377,ቀላጺነት,ትርጉም,አለበ,አየ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,አዲስ,አበባ,ከተማ,አስተዳደር,ነዋሪ,ህይወት,ቀየረ,ድርግ,እንቅስቃሴ,ህዝብ,ተወካይ,ምክር,ቤት,ደነቀ,,,,,,,,,,,,,,,,,,
379,ወሳኝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,ሀገር,አይገዳቸውም,ሀብት,አይነት,ልክፍት,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,ጃዋር,መሀመደን,አለም,ቀፈፈ,መድረክ,ከሰሰ,ኢትዮጵያዊ,ወጣት,ምሁር,ተናገረ,,,,,,,,,,,,,,,,,,,,,,
382,የሚገርኝ,ኖረ,ፖለቲካ,ተራመደ,ቤተ,እምነት,ቅጥል,ፈለገ,ናቀ,ፖለቲካ,ተራመደ,ማረ,ማረ,ማረ,ቤተ,እምነት,ቅጥል,ፖለቲካ,ደገመ,ለየ,,,,,,,,,,,,
383,ከበረ,ታማኝ,ፍቅር,ዝቅ,የምታክር,የምተስከበር,ውድ,መራ,ሰላም,ተመለስክልንበ,,,,,,,,,,,,,,,,,,,,,,
384,ምስል,አየ,ሰአት,አየር,መንገድ,መስመር,ቀየረ,ኢራቅ,ኢራን,አየር,ክልል,ተወ,አቅጣጫ,አመራ,,,,,,,,,,,,,,,,,,
385,ጥበብ,ልምድ,ሞከረ,ብዙውን,ጊዜ,ጥበብ,ጥረት,ምክንያት,መጣ,,,,,,,,,,,,,,,,,,,,,,,
386,አማን,ነፍስ,ነፍስ,ማረ,ተንኮል,ፈጠረ,ነበረ,ቀረበ,ቻርሊ,ቻፕሊ,,,,,,,,,,,,,,,,,,,,,,
387,እውነት,ፊት,አየ,ፈገግታ,ተስፋ,ልበ,ሙሉነታቸው,ሀሴት,ያጎናጽፋል,አሜን,ዋለ,አደለ,,,,,,,,,,,,,,,,,,,,
388,አብሽር,ቮድካውን,ዋዜማ,ገባ,ፊት,ደረሰ,,,,,,,,,,,,,,,,,,,,,,,,,,
389,ዘመን,ባረከ,ዲላ,አካባቢ,ብቅ,ጊዜ,ሰጠ,ለውጥ,ናፈቀ,,,,,,,,,,,,,,,,,,,,,,,
390,ዱቄታም,አነበበ,ታሪክ,ያሽው,ደብተራ,ነገረ,እስክንድር,ደሞ,ወያኔ,ጥፍር,ጸጉር,ነቀለ,ማንነው,ፈታ,,,,,,,,,,,,,,,,,,
391,ዛሬ,ሀብታም,ጎሮቤት,ተደሰተ,ታዋቂ,ጎሮቤት,ተደሰተ,ጀነት,የነብዩ,ሰለላሁ,አለይሂ,ወሰለም,ጎሮቤት,መሆንግን,ሱብሀነላህ,አደለ,አላህ,ገራ,,,,,,,,,,,,,,
392,ሰይፍ,ግን,ዛሬ,መሸ,ቤት,ሚስት,ተቈጣ,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,
393,ህወሀት,ብልጽግና,ልማት,መረጠ,ኢዜማ,በአሯሯጭነት,ብልጽግና,ቀጠለ,,,,,,,,,,,,,,,,,,,,,,,,
394,ስብሰባ,ዝግጅት,ቢኖረም,መጣ,ትህዛዝ,በቅድመ,ስምምነት,ከፈለ,አዳራሽ,ህግ,ገባ,ዉጪ,መንግስት,ጥብቅ,መመሪያ,ተሰብሳቢዉ,ገባ,በር,ሰበሰበ,ተገደደ,አየ,ቸኮል,,,,,,,,,,
395,ማለ,ትክክለኛ,ቤት,ሚገኙት,ንዴት,ለየ,ተቻለ,ብርድ,መታ,ቀረ,ግን,ጎረምሳ,አሸ,ፈለገ,,,,,,,,,,,,,,,,,,
396,ጉቶ,ጀመረ,ተቸ,ደረሰ,ከብት,ተቸ,አቅም,ፈቀደ,ንቅል,ድውይ,,,,,,,,,,,,,,,,,,,,,,
397,ጀመረ,ደበቀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,ድል,ሀውልትኮ,ምስራቅ,ድል,ተቀዳጀ,ሰራዊት,ኩባ,አሰበ,ኩባ,ወዳጅነት,አደባባይ,ማነው,,,,,,,,,,,,,,,,,,,,
399,ቃል,እግዚአብሄር,ነበረ,ዮሀ,ወንጌል,ቃል,ስጋ,ጸጋ,እውነት,ተመልቶ,አደረ,ዮሀ,ወንጌል,,,,,,,,,,,,,,,,,,,
400,ከፍተኛ,መንግስት,ስራ,ሀላፊ,ከታገቱ,መራ,ወላጅ,ውይ*,ጠቀለለ,ሚኒስትር,ዶር,አቢይ,አህመድ,ጨመረ,ከፍተኛ,መንግስት,ሀላፊ,ቅርብ,ከታገቱት,ደምቢዶሎ,ዩኒቨርሲቲ,መራ,ወላጅ,ውይ*,,,,,,,,
401,ተለቀ,ጦርነት,ተሸነፈ,ተሸናፊ,ለም,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,ወጣ,ገባ,ነጣ,አብሲት,ጠፋ,ወንጀል,ወንጀል,ደሞ,ከሰሰ,ቀጣ,,,,,,,,,,,,,,,,,,,,,,
403,ሀገር,ፈጠረ,ችግር,መረጠ,ያወግዛሉአንድ,ጥላሸት,ተቀበለ,ለየ,አለፈ,,,,,,,,,,,,,,,,,,,,,,,
404,ቀጠለ,ከዚያን,ጭቅጭቅ,ምርጫ,ጊዜ,ረዘመ,ስምምነት,ጉልበት,ተቃዋሚ,መጣ,አጓጉል,ብልጥግናወለድ,ሁከት,አመነ,ነሀስ,አቀደ,ምርጫ,ረዘመ,,,,,,,,,,,,,,
405,እግዚአብሄር,የማትችለዉን,ሰጠ,ተጨነቀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,አጠቃላይ,ግማሽ,ቢሊዮን,ብር,ገመተ,ባእድ,ቀላቀለ,ገመተ,ቅቤ,ማር,ምርት,ተጠረጠረ,ያዘ,ምግብ,መድሀኒት,ቁጥጥር,ባለስልጣን,,,,,,,,,,,,,,,
407,ኢዜማ,ዋነኛ,መንገድ,በደለ,መውቀስየተከራየውን,ሆቴል,ከለከለ,ገባ,,,,,,,,,,,,,,,,,,,,,,,,
408,“ሀበሻ,ማረ,መጣ,ወንድም,ፎቅ,ወረወረ,ጣለ,አውስትራሊያ,ካንጋሮ,ያዘ,ጸሎ,,,,,,,,,,,,,,,,,,,,,
409,ቡዜ,ባከነ,ትውልድ,ምርጥ,ድምጽ,"""ተረጋጋሽ","ወይ""",ኩኩዬ,ደገመ,ጸሀይቱ,ዛሬ,ቁጭ,ድርግ,አደረ,,,,,,,,,,,,,,,,,,
410,አረ,ውሸት,በቃ,ቀረ,እውነት,ተወራ,,,,,,,,,,,,,,,,,,,,,,,,,,
411,ደገመ,ከፕሬዝዳንቱአ,ቀጠለ,ቻለ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,ሀረር,ኦሮሞ,ፌዴራሊስት,ኮንግረስ,ድጋፍ,ሰጠ,ወጣ,ማእበል,ኦፌኮ,ቀን,ጉዞ,ምስራቅ,ኦሮምያ,ግዛት,ግልጽ,ድርግ,,,,,,,,,,,,,,,,
413,ብይ,እኮ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,እነዚ,ችግር,ቀን,ምስኪን,ገበሬ,ቀጥታ,ምርት,ከተማ,ገባ,ሸጠ,ድል,ከፈተ,ምኞት,,,,,,,,,,,,,,,,,,,
415,እንግዲህ,ከጠሚነት,በለጠ,ስልጣን,ሀላፊነት,ሾመ,ቻለ,ሀይለማርያም,ደሳለኝ,ተሻለ,,,,,,,,,,,,,,,,,,,,,,
416,ቅዠታም,ገና,መረጠ,ሰራ,መልካ,መታ,ተነሳ,ለም,ዘንድሮ,ዞረ,ፈያመካ,,,,,,,,,,,,,,,,,,,,,
417,ደገመ,ረዳ,እውስ,ጥሩ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,ለሁላችሁም,ዛሬ,ረፋድ,ሰአት,ሰፊ,ዘመቻ,ድርግ,አጀንዳ,ቀረ,መራ,ለቀቀ,መንግስት,ግልጽ,መረጃ,ሰጠ,ነገ,ተማ,,,,,,,,,,,,,,,
419,"""የሚጠሉኝ",ገብ,"ናቸው""",አቶ,በላ,ልክ,ኖት,ባሻ,,,,,,,,,,,,,,,,,,,,,,,,
420,ባእድ,ሀይል,ሰየመ,ጠሚር,መራ,መንግስት,"""ድርድር""",ገለመሌ,ገባ,ብቸኛ,ምርጫ,ሀይል,ጠቀመ,በቱ,ወለጋ,ዞን,ወሰደ,ወታደራዊ,እርምጃ,የእመቃ,ተግባር,ሁነኛ,ረገጠ,,,,,,,,,
421,"""መንግስት","ምንያድርግ""",ደረቅ,ታበየ,"""ጽናቱን","ይስጠው""",ለሰለሰ,ገባ,ህዝብ,ደህንነት,ጠበቀ,ግዴታ,ነውውውውው,ቤክ,መስጊድኮ,ልመና,ሀላፊነት,ጉዳይ,መንግስት,ሆይ,ስራ,ስራ,ቀደዳ,ተወ,,,,,,,,
422,ፍጥነት,ፈታ,ፋኖ,እኮ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,የሞጣውን,ጥቃት,ጠቀመ,አማራ,ተጠቃ,ሩቅ,ተጓዘ,ባይገርምምመፍቴውን,ቀላል,ተገኘ,ቻለ,መሰለ,,,,,,,,,,,,,,,,,,,,
424,ዘር,ተሻለ,አሰበ,ሰበሰበ,ግብርና,ሚኒስቴር,መዘገበ,,,,,,,,,,,,,,,,,,,,,,,,,
425,ግን,ዲሞክራሲያዊ,ሰብአዊ,መብት,ነካ,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,አመት,ሙሉ,ፓርቲ,መንግስት,ደባልቀዉ,ጠቀመ,ቢሊዮን,ቈጠረ,ግብር,ከፋይ,ገንዘብ,ከነወለዱ,ቱም,ድርጅት,ከፈለ,አለባቸው,ለየ,ህወሀት,,,,,,,,,,,,,,
427,ሀድያ,ተጨዋች,መሀመድ,ናስር,ጠፋ,ክለብ,ተመልሶ,አወቀ,ገባ,መረጃ,ለም,ሀድያ,ሆሳና,እግርኳስ,ፌደሬሽን,ጠፋ,ተመለከተ,,,,,,,,,,,,,,,
428,ዜጋ,ደረሰ,ሃጉለሀሰን,ሀገር,ጉብልሊት,ሀገሬ,ንቅናቄ,እጅ,ገለጸ,,,,,,,,,,,,,,,,,,,,,,,
429,አሜን,ብያለው,ዘመድ,ግን,ሽንኩርት,ከተፈ,ሽንኩርት,ከተፈ,እጅ,ባረከ,,,,,,,,,,,,,,,,,,,,,,
430,ትዳር,ፈታ,ጥሩ,ግድ,ግን,አሰበ,መከረ,እቃ,,,,,,,,,,,,,,,,,,,,,,,,
431,ጦር,ጀነራል,ነገደ,ውሀ,ስራ,መደበ,"""በተመደብክበት","ስራ""",ትንሽ,ፋረ,ወንድ,አድርባይነትም,ልክ,,,,,,,,,,,,,,,,,,,
432,ሙስሊም,ጠል,ሚዲያ,ኛ,አስራት,ቲቪ,ኛ,ኢሳት,ቲቪ,ኛ,ሚዲያ,ኛ,በረራ,መጽሄት,ኛ,ኢትዮፒስ,መጽሄት,ኛ,ቢቢሲ,አማርኛ,,,,,,,,,,,,
433,በኮሮና,ቫይረስ,ተጠረጠረ,አራት,ኢትዮጵያዊ,ቫይረስ,ነጻ,ረገጠ,,,,,,,,,,,,,,,,,,,,,,,,
