,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
3160,ኦሮሞ,ጠቀለለ,አባት,ፓርቲ,ረባ,ዘር,ፖለቲካ,እናካሂዳለን,ሚሉ,ኦሮሞ,ህዝብ,ጥቅልል,ገባ,ልክ,,,,,,,,,,,,,,,,,,,,,,
3161,አወት,ንሀፋሽ,ምንጋስ,ማህበራዊ,ፍትሂ,ምድልዳል,ሀገራዊ,ስኒት,ምህያል,ሽርክነትምርግጋጽ,ፖለቲካዊ,ተሳተፈ,ቁጠባዊ,ምእባለ,ባህላዊ,ትንሳኤዩ,ምርግጋጽዚ,ራኢ,ዋጋ,ዝሀትት,መስ,,,,,,,,,,,,,,,
3162,አዎን,ብረት,ተነገተ,ጨፈለቀ,ቀማኛ,ገዳይ,እሳት,ግይ*,ራስ,ሀሳብ,እቅድ,ቈጠረ,በላይነት,እኩልነት,አመነ,ጨቈነ,ስነልቦና,ብሄርሃይማኖት,የለሽ,አይነት,ነፍጠኛ,,,,,,,,,,,,,,,
3163,"""ወር",ቈየ,ሰጠ,ዳሌ,ተሸከመ,ከንፈር,mWጥmWጥ,ምስኪን,እባክሽ,ሰጠ,ድምጽ,ከፍ,አረገ,ሰጠ,እንች,ልጅ,ክፍ,"ነሽ""",,,,,,,,,,,,,,,,,,
3164,ሶምሶንም,አይን,ፍልስጥኤማውያንን,በቀለ,እግዚአብሄር,አምላክ_ሆይ,እባክህ,አሰበ,አምላክ_ሆይ,ጊዜ,እባክህ,በረታ,እግዚአብሄር,ጠራ,መስፍን,,,,,,,,,,,,,,,,,,,,,
3165,ዳግማዊ,ኢማም,አማራ,ክልል,አስተዳደር,ቀልድ,ሙስሊም,ቀጣይ,እርምጃ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,መልካም,እሴት,ጠበቀ,ችግር,ደበቀ,አድልዎ,ዜጋ,አየ,ዩኒቨርስቲ,ሙያተኛ,ፈራ,ድንጋይ,ወገረ,ገደለ,ፈቀደ,,,,,,,,,,,,,,,,,,,,,
3167,እንስት,በተፈጥሮአቸው,መኖርሴኩሪት,የሚፈልጉትየተሻለ,ግኝ*,ሚሰጥ,ግድ,አየለ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,ሃጉለሀሰን,ሀገሬ,ጉብልጉብሊት,ሀገር,ንቅናቄ,ካሰ,ፓርቲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,ይኸንን,መንፈስ,አወቀ,ተለመ,ዲሞክራሲ,ስኬት,ወሰነ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,ታሜ,ዝም,ፖለቲከኛ,"""ተከባብረን",ተዋደንብሄር,ብሄረሰቦችበዴሞክራሲያዊ,መልኩአንዳንድ,ሀይሎችምና,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,አዘነ,ድል,ለዲምክራሲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,ርጅ*,አወጋ,ሙስሊም,ያንን,ተግባራዊ,ድርግ,ጊዜ,ውጤታማ,ነበረ,ክፍል,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,ገና,ስጦታ,ደስታ,ከለለ,አል,ታዲያ,ምክነያት,ህይወት,በዛ,ደም,ለገሰ,ትልቅ,ስጦታ_በረከተ,ደም,ለገሰ,ዜግነት,ሀላፊነቶዎን,ውጥእ,,,,,,,,,,,,,,,,,,
3174,ገባ,እንዴ,ምግብ,ስራ,ሴፍቲ,ኔት,ምናምን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,ኢትዮጵያዊ,ተባለ,ፍጡር,ጀበልም,አብይ,ይመጡንታል,ሚዛን,ተቀመጠ,ተሰቃየ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,የሶማሌ,አፋር,ህዝብ,ግንኙነት,ጥንክር,ተካሄደ,የቆው,ምክክር,መድረክ,ተጠናቀቀ,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,ቀረጸ,ትዊት,ድርግ,በጎ,ፈጠረ,ረዳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,መታ,ተሻለ,መጣ,አመመ,የህውሃት,ክፉ,መጥፎ,በሽታ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,አል,ተሰራ,ዶሮ,ግን,ቤት,እጣ,ደረሰ,አል,አመት,ዶሮ,ሰራ,ብይ,,,,,,,,,,,,,,,,,,,,,,,,
3180,ጎንደር,ወልቃይት,ጠገዴ,ወረዳ,አንገረብ,ወንዝ,ኪሻ,ገደበ,ቀና,ለፍራፍሪ,በቆሎ,አመች,ሰሊጥ,ሰለቸ,መሪት,ለማ,ግራ,ፌት,ፊት,በጋብላ,ዘለቀ,አሰረ,ደንብ,አርማጮህ,ድረስ,ለማ,ቻለ,ወንዝ,አሰበ,,,,,,,
3181,ፓርቲ,ብሄር,ተደራጀ,ክልል,ተዳደረ,ፌደራሊዝሙ,ፈርሶ,አሃዳዊስርእት,መጠጠ,ትርክት,ድንቁርና,ድርቅ,ነውህዝብን,ቀጥተኛ,ስልጣን,ባለቤት,አረገ,ሌላብብሄር,ፖለቲካ,ስልጣን,ያዘ,,,,,,,,,,,,,,,
3182,"""ሌሎች",ግን,እርምጃ,ስልጣን,ጠቅላይነትና,ፖለቲካዊ,አላማ,"ያስረዳሉ""",አሰበ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,ውነት,ጸበል,ረጨ,ገባ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,ኣሀ,ጣልያን,እሽሩሩ,አል,ለካ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,ነካ,እጅ,ሴት,ነገረ,ጥር,ነበርለጠቅላላ,እውቀት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,ማለዳ,ወግ,እነ,ገል,ሚኪ,ጀግና,ወንድ,ሀገር,ወዳድ,አይበገሬና,ባለሙያ,ደስ,ሚኪ,,,,,,,,,,,,,,,,,,,,,,,
3187,የስታሊን,ጉዳይ,አይደለምኢዜማ,"""ብሄርብሄረሰብና",ህዝብ,እራሳቸውን,ራስ,ተዳደረ,ራስ,ድል,ራስ,ወሰነ,መብት,"""",የኢዜማ,አቋም,ግልጽ,,,,,,,,,,,,,,,,,,,
3188,አብይ_አህመድ,ዋለ_ውለታ,ሌላኛው,መሰለ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,ለሁላችንም,መጻኢ_ድል,ጠቀመ,መልካም,እሴት,ጋራ,ጠበቀ,ጠላት,ጋራ,መከተ,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,ዛሬ,ሳበ,ነጋ,ደገመ,ፈራ,ደነገጠ,ተማሪ,ሞተ,ተማሪ,የማይታገትባት,ሀገር,ቀጠለ,እርግጠኛ,መልስ,ሽእ,,,,,,,,,,,,,,,,,,,,,
3191,አማራ,ጀመረ,በሰበሰ,ደነዘዘ,አንስቴዢያ,ሞተ,ኢትዮጵያዊነት,አሰበ,ለቀቀ,በተለይ,ውጪ,አማራ,ሆዳም,ግድ,የለሽ,ራስ,ወገን,,,,,,,,,,,,,,,,,,,
3192,እንኳንም,እስላም,ላፈ,ድርግ,ውድ,ወገን,ክፉ,ሰማ,ጨዋ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,"""",ጽኑ,ያዘ,ፈራ,ፊት,ደነገጠ,አምላክ,እግዚአብሄር,ሄደ,ጣለ,"አይተውህም""",ኦሪት,ዘዳግም,,,,,,,,,,,,,,,,,,,,,,,
3194,መንደር,ደረጃ,አሰበ,ቻለ,እብሪተኛች,መለሰ,ጠላ,ጥያቄ,ውል,መለሰ,ቻቻለ,አገር,አሰበ,ተቻለ,,,,,,,,,,,,,,,,,,,,,,
3195,አይ,ጠፋ,ከዛ,ፈለገ,ነዉ,እኮ,ፍርሀት,ጄሪ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,ኤል,ቲቪ,ቤቲ,ሾው,ከኡስታዝ,አህመዲን_ጀበል,ክፍል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,ሻይ,ጠጣ,ቢሮ,ውርእ,እንዴ,ኢሄን,አከለ,ደረሰ,ብርድ,መታ,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,አባት,ግን,መታ,ተኛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,አቶ,ዳውድ_ኢብሳ,ብርሀን_ነጋ,ፕር,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,ዞረ,አይደል,እንዴ,ጀመረ,ዞረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,እራስን,መሸወድ,ጨረሰ,መራራ,ስለሆነሁሉም,ተቻለ,ራስ,ታማኝ,ፈለገ,መጀመሪያመንገዱን,ስምር,አወቀ,ተቻለ,አቅጣጫ,ስምር,ፈለገ,ቀናቶችሲወፍሩ,ምድር,እሜያችን,ቀጨጨ,ሄደ,ሀቅ,አሰበ,,,,,,,,,,,,,
3202,አለፈ,መጣ,አንበጣ,ሰማ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,ተከታታይ,ጎል,ቈጠረ,ደቂቃ,ልዩነት,ደነገጠ,ዜሮ,መራ,ገባ,ጥር,ጎን,ቈጠረ,,,,,,,,,,,,,,,,,,,,,,,,
3204,ምርጫ,ማግስት,ጥምር,መንግስት,መሰረተ,ጃዋር_መሀመድ,ከለከለ,ሚንስተር,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,አሜን,ኤዱ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,ጥር,ሞጣ,ጐዳ,ካሳ,ቀን,እስልምና_ጉዳይ,ምቤት,ሞጣ,ሙስሊም,ደረሰ,አስነዋሪ,ጥቃት,ግግም,ቻለ,ነገ,ጥር,ታላቅ,ገቢ,ስብስብ,አ,,,,,,,,,,,,,,,,
3207,አዘነ,ትናንት,ዶክተር,አምባቸው,እናት,ዛሬ,አቶ,ምግባር,ከበደ,አባት,ህምም,ጀግና,እናት,አባት,ፈጠረ,ነፍስ,ኤዶም,ገነት,አረፈ,,,,,,,,,,,,,,,,,
3208,ከረከመ,ጥንት,ጠዋት,መለሰ,ደግ,"""","""",ልቃሚ,ተነሳ,"""የአገር",ፖሊሲ,ልክ,"ይሰፋ""",አገር,ፈጠረ,እስራኤል,በፍልስጥኤም,አቋም,ጫፍ,ጫፍ,ሰማ,,,,,,,,,,,,,,,
3209,ሌንጮ,ባቲ,ብልግና,ፖርቲ,ሰበከ,ሳውዝ,አፍሪካ,ገባ,ተባለ,ሳውዞች,ባለጌ,ባለጌ,መንገድ,መለሰ,,,,,,,,,,,,,,,,,,,,,,
3210,ወይኔከሶስተኛ,ክፍል,አራት,ላፈ,ገዛ,ወደደ,ደነበረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,የምር,ልክ,ተሟጋች,አየ,ሞገተ,የገባቸዉ,መሰለ,ሴት,አጉል,ጀገነ,ተቻቻለ,ልጅ,አደገ,እያደረጉኮ,ነዉየፌኪዝም,,,,,,,,,,,,,,,,,,,,,
3212,ቆመ,አነሰ,ንጹህ,መሰለ,ንጹህ,ባሻ,ትልቅ,መሰለ,ትልቅ,ህጻኖች,ሳበ,ቆመ,ግእዛን,አለም,ናቀ,የጉንብስ,ሄደ,ውሻ,በለጠ,ሚካኤል,,,,,,,,,,,,,,,,
3213,እድለኛ,ካሰ,አጣ,ሁለተኛ,እትም,ጠበቀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,አዲስ_አበባ,ቤት,ልማት,ቅድ,ትችት,ቀረበ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,ለጠፈ,ቪዲዮ,ቃል,ቃል,ህገመንግስቱ,መግቢያ,ጻፈ,ህገመንግስቱ,እንደዛ,አይነት,ለም,ነጣ,ውሸት,ዋሸ,አፈረ,,,,,,,,,,,,,,,,,,,,,
3216,አስጸያፊ,እንስሳ,አህያ,ተቅማጥ,ተቅማጥ,ቤተሰብ,ተወ,ተስፋ,ድርግ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,አንዱአለም,ጭንቅላት,መታ,አሰረ,አወቀ,ሁሌም,ነጻ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,አይ,ደረሰ,ደገሰ,ብዙ,ነቃ,ራደ,ተበጀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,መካከለኛ,ባለሀብት,አይደለሽ,እንዴ,ሀብታም,እህት,ተኰፈሰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,ጌታ_ሆይ,የምር,ሄደ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,ተርፎነ,ቅቤ,ሰትለምን,በየበተሰኪያኑ,አመድ,ወረሰ,የተረፈነን,ደሞ,እንቀባለነምንታደርገዋለህ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,ምርጥ,ሙዚቃ,ወገብ,ውዝዋዜ,ተመለከተ,እስቲ,ማንነት,ለየ,ተቻለ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,ተማረ,እርስበርሳቸውን,ገደለ,ተወ,አብይ_አህመድ,ስልጣን,ተወገደ,ማህበረሰብ,ተደራጀ,አለባቸው,መሰለ,,,,,,,,,,,,,,,,,,,,,,,,,
3224,ነፍጠኛ,ክብርና,ሞገስ,ነፍጠኛ,ቅድመ,አያት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,ለውጥ,ሀይል,አየ,ሀገር,ህግ,ስርአት,ሰፈነ,ቅእት,ነባር,መራ,ሰብአዊ_መብት,ጥሰት,ፈጽማችዋል,በጠረጠራቸው,ሰብአዊ_መብት,ከበረ,መልክ,አየ,ተሰቃየ,በተለይ,ትግርኛ,ተናገረ,,,,,,,,,,,,,,
3226,ባልደራስ,ምርጫ_ቦርድ,ተቀባይነት,ተገኘ,መፍትሄ,ጉዞ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,ነጻ,መንግድ,ሀገር,ተገለገለ,ተቻለ,ብዙ,መንገድ,አወቀ,አና,ያለታወቀ,ብዙ,መንገድ,ወተሽ,በመናገረሽ,ያገኝሽው,ድል,እንዳድትረጅ,ብዙ,መድረክ,ግኝ*,ተናገረ,አል,ቁምነገር,,,,,,,,,,,,,
3228,ክቡር_ጠቀለለ,ሚነስቴር,አናምሰግንለን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,እሺ,መታ,ጀሶ,እንጀራ,ሸክላ,በርበሬ,ተሻለ,ብይ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,"""ኢህአዴጎች",ወንድም,ፖሰቲቭ,አመለካከት,ኖረ,ምክንያት,ተቃወመ,ምክንያት,ደገፈ,"የለብንም""",,,,,,,,,,,,,,,,,,,,,,,,,,
3231,አባት,በድንገት,ይነሱ,ቆጥ,ሰራ,ተነጠለ,መመነን,እፈልጋለው,ላላ,ገዳ,በቃ,አባት,ጸጋ,አደለ,አሻፈረኝ,እግዜር,ራስ,ነገረ,ቆጥ,ወጣ,,,,,,,,,,,,,,,,
3232,ስእል,ግሩም,ጥልቅ,ናቸዉረጅም,እድሜ_ጤና,ጀግና,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,ፈረሰ,አመነ,ትልቅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,የራይድ,አሽከርካሪ,ናቀ,መኪና,ዘረፈ,ለኢቶዮ,አውቶሞቲቭ,ገለጸ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,አዲስ,ስርአተ_ትምህርት,ዝግጅት,አገዘ,ነባር,ስርአተ_ትምህርት,ጠንካራ,ደካማ,ጐን,ለየ,ትምህርት_ሚኒስቴር,,,,,,,,,,,,,,,,,,,,,,,,,
3236,ጀግኒት,ኩራት,ነካ,ወርቅ,ጀግኒት,ገና,ገና,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,አጀንዳ,አንዳንረሳ,ቀደመ,አህመዲን,ጀበልን,ኰነነ,አህመዲን,ንጹህ,ተከራከረ,መስጅድ,ቅጥል,ጨፈረ,ረሳ,,,,,,,,,,,,,,,,,,,,,,,
3238,ቶሎ,ገባ,ግን,ደገመ,ዘለግ,ዘለግለግ,ወግ,ከቶ,መጣ,ነበረ,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,ሪፖርት,ሀዋሳ,ቅዱስ_ጊዮርጊስ,ያለግብ,አቻ,ለየ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,እያደር,አዲስ,ጉግል,ግን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,ወረዳ,ጥር,ዝግጅት,ጀመረ,ጥር,አዲ_አበባ,ስብሰባ,ማእከል,ደረሰ,ወረዳ,የኢዜማ_ደጋፊ,ነዋሪ,ህዝባዊ_ውይይት,ጠራ,ቅድመ,ዝግጅት,ተጠነቀቀ,ኢዜማን,ያዘ,ጉዞ,ሰለጠነ,ዜግነት,ፖለቲካ,,,,,,,,,,,,,
3242,ትራምፕ,ፈጠረ,ስምምነት,ወያኔ,ኪሎ,በረረ,ተለርሰን,አደሰ,አበባ,መጣ,ታወሰ,ኢትዮኤርትርያ,ስምምነት,አለቀ,የህዳሰው,ግድብ,ግብጽ,,,,,,,,,,,,,,,,,,,
3243,†††_†††,†††,ቈረጠ,ጸለየ,ተመሰገነ,†††_†††,ኛ,ተሰሎንቄ,†††,✞✞አሜን✞✞_✞✞አሜን✞✞,✞✞አሜን✞✞,,,,,,,,,,,,,,,,,,,,,,,,,
3244,ወቅታዊ,ጉዳይ,ጋዜጠኛ,ዲኑ,አሊ,ድርግ,ቆይታ,መጣ,ያለተሰሙ,ጉሳዮችን,ተነገረ,ድምጥ,,,,,,,,,,,,,,,,,,,,,,,,
3245,የፖርቲዎቻችንን,ውህደት,ብስር,ወሰነ,ፊርማ_ስነ,ስርአት,ዛሬ,ተካሄደ,ውህደት,ጉዞ,ህግ,ስርአት,ጠበቀ,በአስተማማኝ,ቀጠለ,,,,,,,,,,,,,,,,,,,,,
3246,አዲስ,አመት,ግምገማ,ግምገማ,ውሳኔ,ይፋ,አለም,ግምገማ,ከፈለ,ሰጠ,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,ትግል,ተስፋ,ተስፋ_ቈረጠ,ተመነ,ጥርጣሬ,እውነት,ሀሰት,ፍርሀት,ፍቅር,ጎሳ,አንድነት,ጥበብ,ኢጥበባዊነት,ተጋድሎ,በሁላችን,ተካሄደ,ነጣነት,ምኒሊክ,,,,,,,,,,,,,,,,,,
3248,እሜትዪ,ገንዘብ,ከፈለ,መራ,የፓለቲካ,አመለካከት,ቁም,ሳጥን,ተቀመጠ,መጠጠ,ሳበ,"""ጉዲ","ሰዲ""",ኦሮሞ,,,,,,,,,,,,,,,,,,,,,,
3249,ቆንጅዬ,ሀበሻ,እንስት,ፈረንጅ,"""እንደተዘረፈ","ቅርስ""",ራስ,ደገመ,"""እንደተዘረፉ",ቅርስ,አስመለሰ,"ኮሜቴ""",አየ,,,,,,,,,,,,,,,,,,,,,,,
3250,“ሁላችንም,ለየ,መልክ,ባህርይ,ዘና,ፈጠረ,ሁላችንም,ፈለገ,ኖረ,ድርግ,ነበረ,ልዩነት,ከበረ,ራስ,ስህተት,ወቀሰ,ፈጠረ,ክብር,,,,,,,,,,,,,,,,,,
3251,ለማ,መገረሳ,ኢያን,ከዉድቀት,ዳነ,የኢያ,ዉለታ,ነዉየለዉጡ,አርቴክት,ታርክም,የኢያ,ህዝብ,አይረሳዉምለአብይም,ስልጣን,አሳልፈዉ,ሰጠ,አብይ,ዉለታ,ነዉ,ሄኖክ,ገቢሳ,,,,,,,,,,,,,,,
3252,ድርጅት,ፊርማ,ኖረ,ብልጽግና,ፖርቲ,መሰረተ,ታሪክ,ተቻቻለ,እኩልነት,መልክ,ሰራ,ተሻገረ,ውሱን,ጏጣዊ,አላማ,እጽንፎ,ያዘ,ተቃወመ,,,,,,,,,,,,,,,,,,
3253,ኢኮኖሚ,ሪፎርሙ,እየተተገበረ,አቅጣጫ,ባጭሩእነ,ዘለለ,ስሉንእኛምን,አከለ,ኢንች,ዘለለ,ይቺ,ምስኪን,ሀገር,ቸር,መድሀንአለም,ጠበቀ,ጥያቄ,አል,ነገ,መለሰ,,,,,,,,,,,,,,,,
3254,ግጭት,ብጥብጥ,ረጋ,ከሰተ,መገናኛ,ብዙ,ቀረበ,መረጃ,ፈተነ,ተጽእኖ,ነጻ,ሀላፊነት,ሞላ,ወገን,ድምጽ,ክትት,ሙያ,ስነምግባር,ግድ,,,,,,,,,,,,,,,,,
3255,ሴትዬ,ማረ,ጽጥታ,ጠበቀ,ቅእት,እዳ,ደገመ,ያዘ,መጠጠ,ተማረ,ስራ,ፈት,ወጣት,ጉዳት,እንዳለው,አወቀ,ጠፋ,ፋረ,አይጥ,ሞት,አማረ,የድምት,አፍንጫ,አሸ,በላ,,,,,,,,,,,
3256,ተሻለ,ሃይላት,የማይሾፈረውን,ቤተመንግስት,መቀለ,ገነባ,መሰለ,ትግራይ,ሄደ,መንግስት,መቀመጫነት,ሙዚየምነት,ለወጠ,ለሬስቶራንትነት,ታጨ,ቤተመንግስት,ውርእ,,,,,,,,,,,,,,,,,,,
3257,ሃሃሃሃ,በግ,ከፍተኛ,ጠፋ,ጠላ,ዘመቻ,ተደረገ,ለግዢው,ገፋ,አየ,ደረት,ቀና,ድርግ,ሄደ,,,,,,,,,,,,,,,,,,,,,,
3258,አዋን,ሰመመን,ነቃ,ኖረ,አለፈ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,ምርጫ,ኖረ,እርግጠኛ,ምርጫ,ተደረገ,አብቹ,ተሸነፈ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,ግን,አለፈ,በጃነኖይ,ራስ,ጉግሳ,ወሌ,ጀመረ,አየር,ሀይል,የተደበዱት,ከባድ,ጦርነት,እቴጌ,ጣይጡ,ነበረ,ሚደንቀው,የኦሮሞው,ታላቅ,ጉግሳ,ዘር,ግን,ዝምብላቹ,,,,,,,,,,,,,,
3261,ፌር,ባንዲራ,ባንዲራ,ቀረ,ሀገራተከፋፍለውታል,አሜሪካ,ቀረ,አለም,ሀገር,ምጣኔ,ሀብት,ል,,,,,,,,,,,,,,,,,,,,,,,,
3262,የህወሀት,ውሳኔ,ቀድሞ,አወቀ,አዘነ,እኩይ,ድርጅት,ትግራይ,ስቃይ,ችግር,በዛ,ወሰነ,ግድ,ቀድሞ,ረገጠ,ገዛ,በትግራ,ቀጠለ,,,,,,,,,,,,,,,,,,
3263,አወቀ,ጋሽ,ባህታ,ዘፈነ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,ትክክለኛ,ፊደል,ጻፈ,እርስ_እርስ,ትርጉም,ሆድ,ጨኳራ,ፊደል,ጽፈት,አዶ,እርስ,በላ,ፍሬከርስኪ,ፍሬ,አለበ,አዶ,ትርጉም,ጠቀመ,,,,,,,,,,,,,,,,,,
3265,መጠጥ,ቤት,ክልል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,እሄን,ደሞ,ኡነት,ውሸት,እስቲ,ማስረጃ,ቀረበ,እስቲ,ዳኝነት,ሰጠ,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,መልስ,መለሰ,ፈለገ,በላ,በመቶውች,ከሚቁጠሩት,ተረት,ምሳሌ,ጥቅሱች,ጣለ,አረገ,በቃ,ተንጫጫ,ታያቸዋልህ,,,,,,,,,,,,,,,,,,,,,,
3268,ካሰ,ሀሳብ,ቀየረ,ሬሳ,ላከ,እንዴ,ትናንት,ላከ,መሰለ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,ጨዋታ,ተጠነቀቀ,ጀመረ,ጨዋታ,ተስተካከለ,ስፍራ,ተጓዘ,ክለብ,ንቁ,ቤተሰብ,ሰላም,ከተማ,መለሰ,ጊዮርጊሳዊት,ገና,አበበ,,,,,,,,,,,,,,,,,,,,
3270,"""ቀላል",መሰለ,ቤት,ወጣ,ሊማሊሞን,አለፈ,አላማጣ,መጠጠ,"""",ተሰማ,እሸቴ,,,,,,,,,,,,,,,,,,,,,,,,,
3271,ዛሬ,ጠቀለለ,ፍቤት,ስራ,ክፍል,ተገለገለ,መስተንግዶ,አየ,ድንገተኛ,ጉብኝት,አረገ,ጠበቃ,ተገለገለ,ተገኘ,አስተያት,ገነባ,ምሳሌ,"""በሀገሬ",ፍትህ,,,,,,,,,,,,,,,,,
3272,እስክንድር,አገር,ልጅ,ሞት,ደም_ፈሰሰ,ጽድቅ,እኩይ,ደረጃ,ተቀመጠ,ጥፋት,የዠግና,አሸባሪ,ድርግ,ዱኩማን,ብቅ,——,እስክንድርነጋ,ጥላቻ,የሙስሊምጥላቻ,የኦሮሞጥላቻ,ባልደራስ,,,,,,,,,,,,,,,
3273,ገታ,እነማ,አላማ,እገታውን,ፈጸመ,መንግስት,ንዴት,ገባ,ታጋቾቹን,ለቀቀ,ለቀቀ,አል,ገታ,ከፈለ,ጥያቄ,ፌዴራል,መንግስት,ቸኰለ,ማብራሪያ,ሰጠ,,,,,,,,,,,,,,,,
3274,በህዎቴ,እደግመዋለው,በህዎቴ,አባት,መጠነ,ሰማ,ድምጽ,አነጠሰ,ሰማ,ለቀመ,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,ኧረ,በእሪ,ከንቱ,ኮንዶሚኒየም,ላፈ,ትዝ,በላ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,ተፋ,ሻረ,ሃጥያት,ሻረ,ሃጥያትህን,ነገረ,መልአክ,ትርጉም,ሰጠ,ትንሽ,አሳ,ጠመደ,ተረት_ተረት,,,,,,,,,,,,,,,,,,,,,,,
3277,ለውጥ,ገፋ,ተነሳ,ጉዳይወች,ከዋናወቹ,የህ,አመት,ቈጠረ,ችግር,አየ,ችግር,ፈታ,የለው,ለውጥ,ልብ,ድረስ,ቈየ,ሰማ,ሰፈረ,,,,,,,,,,,,,,,,,
3278,ዮሀንስ,ውነተኛ,አምላክ,ላከ,ኢየሱስ_ክርስቶስ,አወቀ,ይቺ,ዘላለም,ህይወት,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,ብልጽግና,ወይስ,ብልግና,አፍ,ለከት,ተናገረ,እያንዳዷ,ቃል,ፈጀ,ገጨ,ኦሮሞ,ፓለቲከኞች,ፈለግ,እየፏለሉ,ክርስቲያን,ታደለ,ፍርድ,እጦት,ስር,ቤት,ተሰቃየ,አማራ,,,,,,,,,,,,,,
3280,ጐደለ,ወቀሰ,በጎ,ሰራ,ደገመ,ተመሰገነ,እውቅ_ሰጠ,ለመደ,ክቡር,ከንቲባ,መልካም,ስራ,እርስ,አደረ,ምሰጋና,ይገባችሀል,ውጤት,አለም,ፈግታ,ተገነዘበ,ተቻለ,,,,,,,,,,,,,,,
3281,አይ,ዘመን,ልጅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,አፍሪካ,ሀገር,ላከ,የሳተላይት,ብዛት,ግብጽ,ደቡብ_አፍሪካ,ናይጄሪያ,አልጄሪያ,ሞሮኮ,ትብብር,ላገ,,,,,,,,,,,,,,,,,,,,,,,,
3283,ደረሰ,ደንብ,ሩዝ,አለም,ጠፋ,አበረ,ሰራ,ሲኦል,ጨረሰ,በራ,ደህና,መጣ,ጊዜ,ተደሰተ,,,,,,,,,,,,,,,,,,,,,,
